fecha,nota_total,grupo_de,calidad_del_espectáculo,puesta_en_escena,interpretación_artística
16/01/2023,7.5,en familia,7.5,7.5,7.5
18/08/2022,8.3,en pareja,7.5,7.5,10
06/01/2023,7.5,en pareja,7.5,7.5,7.5
11/11/2022,7.5,en pareja,7.5,7.5,7.5
20/01/2023,5.0,en pareja,5,7.5,2.5
27/12/2022,8.3,en pareja,7.5,7.5,10
26/12/2022,8.3,en familia,7.5,7.5,10
12/09/2022,8.3,en pareja,10,5,10
01/09/2022,6.6,en pareja,7.5,7.5,5
25/10/2022,0.8,con amigos,0,0,2.5
18/10/2022,7.5,con amigos,7.5,7.5,7.5
19/10/2022,8.3,con amigos,7.5,7.5,10
13/11/2022,7.5,en pareja,7.5,7.5,7.5
09/10/2022,5.8,en familia,7.5,7.5,2.5
26/10/2022,8.3,en pareja,7.5,7.5,10
12/02/2023,8.3,en familia,10,5,10
30/12/2022,0.8,en pareja,0,2.5,0
23/08/2022,2.5,en familia,2.5,2.5,2.5
16/10/2022,8.3,en pareja,7.5,7.5,10
14/02/2023,7.5,en pareja,7.5,7.5,7.5
06/11/2022,5.8,en pareja,5,7.5,5
20/10/2022,7.5,con amigos,7.5,7.5,7.5
21/10/2022,8.3,en pareja,7.5,7.5,10
27/12/2022,0.0,con amigos,0,0,0
09/12/2021,8.3,con amigos,10,7.5,7.5
19/07/2022,1.6,con amigos,0,5,0
27/06/2022,0.8,en pareja,0,0,2.5
25/08/2021,7.5,con amigos,7.5,7.5,7.5
16/08/2022,5.0,solo,5,5,5
30/07/2022,0.0,con amigos,0,0,0
12/01/2022,8.3,solo,10,5,10
17/09/2021,2.5,con amigos,2.5,2.5,2.5
14/07/2022,8.3,solo,10,7.5,7.5
18/08/2021,7.5,con amigos,7.5,5,10
19/06/2022,0.8,en pareja,2.5,0,0
30/10/2021,0.0,en pareja,0,0,0
28/12/2021,6.6,con amigos,7.5,7.5,5
08/10/2021,5.0,en pareja,5,5,5
01/02/2022,1.6,con amigos,2.5,2.5,0
16/08/2022,7.5,en pareja,7.5,5,10
14/02/2022,7.5,con amigos,7.5,7.5,7.5
09/01/2022,7.5,con amigos,7.5,7.5,7.5
23/03/2022,0.8,en pareja,2.5,0,0
16/09/2021,8.3,en pareja,7.5,10,7.5
02/06/2022,3.3,con amigos,5,2.5,2.5
18/10/2021,7.5,con amigos,7.5,7.5,7.5
09/09/2021,5.8,en familia,5,7.5,5
11/02/2022,7.5,en pareja,7.5,7.5,7.5
20/09/2021,7.5,en pareja,7.5,7.5,7.5
25/10/2021,6.6,en pareja,7.5,5,7.5
17/10/2021,4.1,con amigos,5,2.5,5
30/10/2021,7.5,en pareja,7.5,7.5,7.5
22/07/2022,0.0,en pareja,0,0,0
06/09/2021,6.6,en pareja,5,7.5,7.5
27/08/2021,6.6,con amigos,7.5,2.5,10
10/08/2022,5.0,en pareja,5,5,5
14/07/2022,6.6,en pareja,7.5,5,7.5
19/09/2021,1.6,en familia,2.5,2.5,0
12/12/2021,0.0,en pareja,0,0,0
25/11/2021,8.3,con amigos,10,7.5,7.5
01/07/2022,2.5,con amigos,2.5,2.5,2.5
22/01/2022,0.0,en pareja,0,0,0
06/09/2021,6.6,en pareja,5,7.5,7.5
27/08/2021,7.5,en pareja,7.5,7.5,7.5
17/01/2022,5.8,en pareja,7.5,5,5
05/09/2021,8.3,en pareja,10,7.5,7.5
07/03/2022,2.5,con amigos,2.5,2.5,2.5
20/09/2021,5.8,con amigos,5,5,7.5
17/04/2022,4.1,en pareja,5,2.5,5
17/11/2021,7.5,en pareja,7.5,7.5,7.5
27/06/2022,8.3,en familia,10,5,10
08/12/2021,7.5,en pareja,7.5,7.5,7.5
13/03/2022,5.0,en pareja,5,5,5
14/08/2022,0.0,con amigos,0,0,0
13/12/2021,6.6,con amigos,5,7.5,7.5
19/09/2021,8.3,en pareja,7.5,10,7.5
02/05/2022,7.5,en pareja,7.5,5,10
11/12/2021,8.3,con amigos,7.5,7.5,10
11/08/2022,8.3,con amigos,7.5,7.5,10
21/02/2022,8.3,con amigos,10,7.5,7.5
06/09/2021,0.0,en familia,0,0,0
08/08/2022,5.0,en pareja,5,5,5
01/10/2021,8.3,en pareja,10,7.5,7.5
16/06/2022,7.5,con amigos,7.5,7.5,7.5
07/01/2022,7.5,en pareja,7.5,7.5,7.5
16/09/2021,7.5,con amigos,7.5,7.5,7.5
27/09/2021,1.6,en pareja,2.5,0,2.5
24/09/2021,1.6,en pareja,2.5,2.5,0
11/08/2022,5.0,con amigos,5,5,5
02/12/2021,0.0,con amigos,0,0,0
12/09/2021,7.5,en pareja,5,7.5,10
12/12/2021,8.3,en pareja,10,5,10
14/08/2022,8.3,con amigos,10,7.5,7.5
12/09/2021,7.5,en pareja,5,7.5,10
28/07/2022,6.6,en pareja,5,7.5,7.5
16/06/2022,7.5,con amigos,7.5,7.5,7.5
08/06/2022,7.5,con amigos,7.5,7.5,7.5
07/02/2022,7.5,con amigos,7.5,7.5,7.5
30/04/2021,8.3,con amigos,7.5,7.5,10
14/03/2021,7.5,en pareja,7.5,7.5,7.5
04/08/2021,2.5,con amigos,0,5,2.5
16/01/2021,8.3,con amigos,7.5,7.5,10
14/03/2021,4.1,en pareja,2.5,2.5,7.5
11/05/2021,3.3,en pareja,2.5,2.5,5
23/05/2021,8.3,en pareja,7.5,7.5,10
12/08/2021,5.0,solo,5,5,5
14/06/2021,2.5,solo,2.5,2.5,2.5
02/05/2021,2.5,en pareja,2.5,2.5,2.5
17/05/2021,7.5,en pareja,7.5,7.5,7.5
11/08/2021,7.5,en pareja,7.5,7.5,7.5
27/07/2021,8.3,en pareja,7.5,7.5,10
11/07/2021,5.0,en pareja,5,5,5
20/06/2021,8.3,en pareja,10,7.5,7.5
14/06/2021,7.5,en pareja,7.5,7.5,7.5
14/08/2021,6.6,en pareja,7.5,5,7.5
02/08/2021,2.5,en pareja,2.5,2.5,2.5
30/05/2021,7.5,con amigos,7.5,5,10
06/04/2021,6.6,en pareja,7.5,5,7.5
24/07/2021,7.5,en pareja,7.5,7.5,7.5
13/04/2021,6.6,en pareja,7.5,2.5,10
25/04/2021,5.0,con amigos,5,5,5
06/06/2021,7.5,con amigos,7.5,7.5,7.5
02/12/2019,7.5,con amigos,5,7.5,10
08/12/2019,5.8,en familia,5,5,7.5
24/11/2019,7.5,solo,7.5,7.5,7.5
16/02/2020,0.8,en pareja,2.5,0,0
16/02/2020,2.5,en pareja,2.5,2.5,2.5
15/05/2019,5.0,en pareja,5,5,5
15/05/2019,7.5,con amigos,7.5,7.5,7.5
04/12/2018,8.3,en pareja,7.5,7.5,10
